     TSINCE (MIN)         LAT(DEG)        LON (DEG)          HT (KM)           X (KM)           Y (KM)           Z (KM)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322728.0871675       50.5442918      113.7890337      489.1917001    -4323.8143035     -648.4711064     5279.1964061
    322728.1038341       50.6066563      113.7646683      489.2144798    -4318.3501162     -646.0959606     5283.9578562
    322728.1205008       50.6690164      113.7402497      489.2372604    -4312.8806009     -643.7200180     5288.7127649
    322728.1371675       50.7313720      113.7157774      489.2600418    -4307.4057625     -641.3432810     5293.4611277
    322728.1538341       50.7937232      113.6912514      489.2828237    -4301.9256079     -638.9657525     5298.2029389
    322728.1705008       50.8560699      113.6666712      489.3056063    -4296.4401421     -636.5874346     5302.9381941
    322728.1871675       50.9184121      113.6420367      489.3283892    -4290.9493755     -634.2083319     5307.6668846
    322728.2038341       50.9807498      113.6173476      489.3511725    -4285.4533131     -631.8284464     5312.3890060
    322728.2205008       51.0430829      113.5926036      489.3739560    -4279.9519617     -629.4477812     5317.1045525
    322728.2371675       51.1054116      113.5678044      489.3967397    -4274.4453265     -627.0663384     5321.8135199
    322728.2538341       51.1677356      113.5429499      489.4195234    -4268.9334177     -624.6841224     5326.5158994
    322728.2705008       51.2300551      113.5180396      489.4423071    -4263.4162405     -622.3011356     5331.2116866
    322728.2871675       51.2923700      113.4930735      489.4650906    -4257.8937999     -619.9173800     5335.9008774
    322728.3038341       51.3546802      113.4680511      489.4878738    -4252.3661063     -617.5328601     5340.5834630
    322728.3205008       51.4169859      113.4429721      489.5106567    -4246.8331649     -615.1475781     5345.2594391
    322728.3371675       51.4792869      113.4178365      489.5334392    -4241.2949823     -612.7615370     5349.9288000
    322728.3538341       51.5415832      113.3926437      489.5562210    -4235.7515640     -610.3747390     5354.5915415
    322728.3705008       51.6038748      113.3673937      489.5790022    -4230.2029201     -607.9871884     5359.2476548
    322728.3871675       51.6661617      113.3420860      489.6017827    -4224.6490557     -605.5988876     5363.8971358
    322728.4038341       51.7284439      113.3167204      489.6245623    -4219.0899780     -603.2098395     5368.5399787
    322728.4205008       51.7907214      113.2912966      489.6473410    -4213.5256919     -600.8200462     5373.1761793
    322728.4371675       51.8529941      113.2658144      489.6701185    -4207.9562078     -598.4295122     5377.8057290
    322728.4538341       51.9152620      113.2402734      489.6928950    -4202.3815310     -596.0382398     5382.4286236
    322728.4705008       51.9775252      113.2146734      489.7156702    -4196.8016683     -593.6462319     5387.0448574
    322728.4871675       52.0397835      113.1890140      489.7384440    -4191.2166249     -591.2534907     5391.6544261
    322728.5038341       52.1020369      113.1632950      489.7612164    -4185.6264113     -588.8600206     5396.2573213
    322728.5205008       52.1642856      113.1375160      489.7839872    -4180.0310327     -586.4658239     5400.8535388
    322728.5371675       52.2265293      113.1116768      489.8067564    -4174.4304959     -584.0709035     5405.4430728
    322728.5538341       52.2887682      113.0857771      489.8295239    -4168.8248062     -581.6752617     5410.0259193
    322728.5705008       52.3510021      113.0598166      489.8522895    -4163.2139741     -579.2789028     5414.6020697
    322728.5871675       52.4132311      113.0337949      489.8750531    -4157.5980047     -576.8818292     5419.1715198
    322728.6038341       52.4754551      113.0077118      489.8978147    -4151.9769051     -574.4840437     5423.7342640
    322728.6205008       52.5376742      112.9815670      489.9205742    -4146.3506803     -572.0855486     5428.2902982
    322728.6371675       52.5998883      112.9553601      489.9433314    -4140.7193410     -569.6863484     5432.8396140
    322728.6538341       52.6620973      112.9290908      489.9660863    -4135.0828924     -567.2864452     5437.3822071
    322728.6705008       52.7243014      112.9027589      489.9888387    -4129.4413414     -564.8858421     5441.9180720
    322728.6871675       52.7865003      112.8763639      490.0115886    -4123.7946934     -562.4845412     5446.4472046
    322728.7038341       52.8486942      112.8499057      490.0343359    -4118.1429587     -560.0825471     5450.9695964
    322728.7205008       52.9108830      112.8233838      490.0570804    -4112.4861427     -557.6798618     5455.4852434
    322728.7371675       52.9730667      112.7967979      490.0798221    -4106.8242525     -555.2764885     5459.9941400
    322728.7538341       53.0352453      112.7701478      490.1025609    -4101.1572931     -552.8724293     5464.4962821
    322728.7705008       53.0974187      112.7434331      490.1252966    -4095.4852753     -550.4676887     5468.9916613
    322728.7871675       53.1595869      112.7166534      490.1480292    -4089.8082043     -548.0622690     5473.4802736
    322728.8038341       53.2217499      112.6898085      490.1707586    -4084.1260872     -545.6561730     5477.9621134
    322728.8205008       53.2839077      112.6628980      490.1934847    -4078.4389291     -543.2494031     5482.4371767
    322728.8371675       53.3460602      112.6359215      490.2162073    -4072.7467407     -540.8419636     5486.9054551
    322728.8538341       53.4082075      112.6088788      490.2389264    -4067.0495273     -538.4338569     5491.3669447
    322728.8705008       53.4703495      112.5817695      490.2616419    -4061.3472960     -536.0250859     5495.8216398
    322728.8871675       53.5324861      112.5545932      490.2843537    -4055.6400520     -533.6156527     5500.2695365
    322728.9038341       53.5946175      112.5273497      490.3070617    -4049.9278060     -531.2055620     5504.7106265
    322728.9205008       53.6567434      112.5000385      490.3297658    -4044.2105633     -528.7948159     5509.1449057
    322728.9371675       53.7188641      112.4726594      490.3524658    -4038.4883292     -526.3834167     5513.5723702
    322728.9538341       53.7809793      112.4452119      490.3751618    -4032.7611144     -523.9713688     5517.9930117
    322728.9705008       53.8430890      112.4176957      490.3978535    -4027.0289243     -521.5586745     5522.4068262
    322728.9871675       53.9051933      112.3901105      490.4205410    -4021.2917658     -519.1453367     5526.8138082
    322729.0038341       53.9672922      112.3624559      490.4432240    -4015.5496442     -516.7313577     5531.2139538
    322729.0205008       54.0293856      112.3347316      490.4659025    -4009.8025705     -514.3167420     5535.6072548
    322729.0371675       54.0914734      112.3069371      490.4885765    -4004.0505498     -511.9014918     5539.9937072
    322729.0538341       54.1535557      112.2790722      490.5112458    -3998.2935893     -509.4856101     5544.3733056
    322729.0705008       54.2156325      112.2511364      490.5339102    -3992.5316943     -507.0690990     5548.7460460
    322729.0871675       54.2777036      112.2231294      490.5565698    -3986.7648757     -504.6519632     5553.1119204
    322729.1038341       54.3397691      112.1950508      490.5792244    -3980.9931387     -502.2342049     5557.4709247
    322729.1205008       54.4018290      112.1669002      490.6018740    -3975.2164904     -499.8158269     5561.8230536
    322729.1371675       54.4638833      112.1386773      490.6245183    -3969.4349363     -497.3968317     5566.1683031
    322729.1538341       54.5259318      112.1103818      490.6471574    -3963.6484872     -494.9772235     5570.5066652
    322729.1705008       54.5879746      112.0820131      490.6697911    -3957.8571483     -492.5570048     5574.8381360
    322729.1871675       54.6500117      112.0535709      490.6924194    -3952.0609270     -490.1361785     5579.1627101
    322729.2038341       54.7120431      112.0250548      490.7150421    -3946.2598285     -487.7147468     5583.4803835
    322729.2205008       54.7740686      111.9964645      490.7376591    -3940.4538636     -485.2927142     5587.7911484
    322729.2371675       54.8360884      111.9677996      490.7602703    -3934.6430378     -482.8700830     5592.0950007
    322729.2538341       54.8981022      111.9390596      490.7828758    -3928.8273583     -480.4468561     5596.3919352
    322729.2705008       54.9601103      111.9102441      490.8054752    -3923.0068305     -478.0230358     5600.6819479
    322729.2871675       55.0221124      111.8813529      490.8280687    -3917.1814652     -475.5986266     5604.9650310
    322729.3038341       55.0841086      111.8523853      490.8506559    -3911.3512677     -473.1736308     5609.2411805
    322729.3205008       55.1460989      111.8233412      490.8732370    -3905.5162455     -470.7480513     5613.5103912
    322729.3371675       55.2080832      111.7942199      490.8958117    -3899.6764038     -468.3218904     5617.7726592
    322729.3538341       55.2700615      111.7650213      490.9183800    -3893.8317535     -465.8951525     5622.0279766
    322729.3705008       55.3320338      111.7357447      490.9409417    -3887.9823001     -463.4678400     5626.2763395
    322729.3871675       55.3940000      111.7063898      490.9634969    -3882.1280508     -461.0399558     5630.5177428
    322729.4038341       55.4559602      111.6769562      490.9860453    -3876.2690110     -458.6115021     5634.7521824
    322729.4205008       55.5179143      111.6474435      491.0085869    -3870.4051917     -456.1824836     5638.9796508
    322729.4371675       55.5798622      111.6178512      491.0311216    -3864.5365984     -453.7529023     5643.2001438
    322729.4538341       55.6418039      111.5881789      491.0536493    -3858.6632382     -451.3227614     5647.4136565
    322729.4705008       55.7037395      111.5584261      491.0761699    -3852.7851166     -448.8920631     5651.6201849
