     TSINCE (MIN)           X (KM)           Y (KM)           Z (KM)      XDOT (KM/S)       YDOT(KM/S)    ZDOT (KM/SEC)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322698.0538341    -2643.8801145    -1666.7341164    -6110.1589143       -6.6464730       -1.6459453        3.3328449
    322698.0705008    -2650.5250495    -1668.3790574    -6106.8222614       -6.6432225       -1.6438976        3.3403668
    322698.0871675    -2657.1667277    -1670.0219491    -6103.4780895       -6.6399637       -1.6418480        3.3478847
    322698.1038341    -2663.8051430    -1671.6627901    -6100.1264016       -6.6366968       -1.6397962        3.3553986
    322698.1205008    -2670.4402893    -1673.3015789    -6096.7672008       -6.6334216       -1.6377425        3.3629084
    322698.1371675    -2677.0721542    -1674.9383123    -6093.4004931       -6.6301383       -1.6356867        3.3704141
    322698.1538341    -2683.7007317    -1676.5729889    -6090.0262817       -6.6268469       -1.6336289        3.3779157
    322698.1705008    -2690.3260136    -1678.2056066    -6086.6445707       -6.6235472       -1.6315691        3.3854133
    322698.1871675    -2696.9479938    -1679.8361640    -6083.2553629       -6.6202394       -1.6295072        3.3929067
    322698.2038341    -2703.5666600    -1681.4646580    -6079.8586648       -6.6169235       -1.6274433        3.4003961
    322698.2205008    -2710.1820061    -1683.0910870    -6076.4544793       -6.6135993       -1.6253774        3.4078813
    322698.2371675    -2716.7940239    -1684.7154491    -6073.0428106       -6.6102671       -1.6233095        3.4153624
    322698.2538341    -2723.4027074    -1686.3377428    -6069.6236616       -6.6069266       -1.6212396        3.4228394
    322698.2705008    -2730.0080443    -1687.9579650    -6066.1970388       -6.6035781       -1.6191676        3.4303122
    322698.2871675    -2736.6100285    -1689.5761142    -6062.7629451       -6.6002214       -1.6170937        3.4377808
    322698.3038341    -2743.2086519    -1691.1921884    -6059.3213848       -6.5968565       -1.6150178        3.4452453
    322698.3205008    -2749.8039084    -1692.8061862    -6055.8723610       -6.5934836       -1.6129398        3.4527056
    322698.3371675    -2756.3957857    -1694.4181044    -6052.4158799       -6.5901024       -1.6108599        3.4601618
    322698.3538341    -2762.9842778    -1696.0279417    -6048.9519446       -6.5867132       -1.6087779        3.4676137
    322698.3705008    -2769.5693766    -1697.6356960    -6045.4805595       -6.5833159       -1.6066940        3.4750615
    322698.3871675    -2776.1510759    -1699.2413659    -6042.0017275       -6.5799104       -1.6046080        3.4825050
    322698.4038341    -2782.7293637    -1700.8449482    -6038.5154551       -6.5764968       -1.6025201        3.4899443
    322698.4205008    -2789.3042337    -1702.4464417    -6035.0217455       -6.5730751       -1.6004302        3.4973794
    322698.4371675    -2795.8756780    -1704.0458441    -6031.5206028       -6.5696453       -1.5983383        3.5048102
    322698.4538341    -2802.4436903    -1705.6431542    -6028.0120302       -6.5662074       -1.5962444        3.5122368
    322698.4705008    -2809.0082587    -1707.2383688    -6024.4960341       -6.5627614       -1.5941485        3.5196592
    322698.4871675    -2815.5693769    -1708.8314866    -6020.9726178       -6.5593073       -1.5920507        3.5270772
    322698.5038341    -2822.1270370    -1710.4225055    -6017.4417854       -6.5558452       -1.5899509        3.5344910
    322698.5205008    -2828.6812328    -1712.0114241    -6013.9035402       -6.5523749       -1.5878491        3.5419005
    322698.5371675    -2835.2319523    -1713.5982393    -6010.3578887       -6.5488966       -1.5857453        3.5493058
    322698.5538341    -2841.7791892    -1715.1829498    -6006.8048340       -6.5454101       -1.5836396        3.5567067
    322698.5705008    -2848.3229357    -1716.7655536    -6003.2443804       -6.5419156       -1.5815319        3.5641033
    322698.5871675    -2854.8631857    -1718.3460491    -5999.6765312       -6.5384131       -1.5794223        3.5714956
    322698.6038341    -2861.3999270    -1719.9244335    -5996.1012929       -6.5349025       -1.5773107        3.5788835
    322698.6205008    -2867.9331535    -1721.5007052    -5992.5186688       -6.5313838       -1.5751971        3.5862672
    322698.6371675    -2874.4628573    -1723.0748624    -5988.9286631       -6.5278570       -1.5730816        3.5936464
    322698.6538341    -2880.9890324    -1724.6469035    -5985.3312791       -6.5243222       -1.5709641        3.6010213
    322698.6705008    -2887.5116665    -1726.2168257    -5981.7265234       -6.5207794       -1.5688447        3.6083919
    322698.6871675    -2894.0307537    -1727.7846274    -5978.1143993       -6.5172285       -1.5667233        3.6157581
    322698.7038341    -2900.5462859    -1729.3503067    -5974.4949112       -6.5136696       -1.5646000        3.6231199
    322698.7205008    -2907.0582572    -1730.9138622    -5970.8680622       -6.5101026       -1.5624747        3.6304772
    322698.7371675    -2913.5666554    -1732.4752910    -5967.2338590       -6.5065277       -1.5603475        3.6378302
    322698.7538341    -2920.0714746    -1734.0345915    -5963.5923051       -6.5029446       -1.5582184        3.6451788
    322698.7705008    -2926.5727067    -1735.5917619    -5959.9434046       -6.4993536       -1.5560873        3.6525230
    322698.7871675    -2933.0703457    -1737.1468008    -5956.2871610       -6.4957545       -1.5539543        3.6598627
    322698.8038341    -2939.5643796    -1738.6997051    -5952.6235809       -6.4921475       -1.5518194        3.6671980
    322698.8205008    -2946.0548023    -1740.2504735    -5948.9526678       -6.4885324       -1.5496825        3.6745288
    322698.8371675    -2952.5416080    -1741.7991046    -5945.2744247       -6.4849093       -1.5475437        3.6818552
    322698.8538341    -2959.0247845    -1743.3455953    -5941.5888585       -6.4812782       -1.5454030        3.6891772
    322698.8705008    -2965.5043258    -1744.8899444    -5937.8959726       -6.4776391       -1.5432604        3.6964946
    322698.8871675    -2971.9802240    -1746.4321499    -5934.1957715       -6.4739921       -1.5411158        3.7038076
    322698.9038341    -2978.4524731    -1747.9722103    -5930.4882583       -6.4703370       -1.5389694        3.7111160
    322698.9205008    -2984.9210611    -1749.5101228    -5926.7734401       -6.4666740       -1.5368210        3.7184200
    322698.9371675    -2991.3859820    -1751.0458859    -5923.0513200       -6.4630029       -1.5346708        3.7257194
    322698.9538341    -2997.8472278    -1752.5794978    -5919.3219027       -6.4593239       -1.5325186        3.7330144
    322698.9705008    -3004.3047926    -1754.1109570    -5915.5851914       -6.4556369       -1.5303645        3.7403048
    322698.9871675    -3010.7586643    -1755.6402607    -5911.8411931       -6.4519420       -1.5282085        3.7475907
    322699.0038341    -3017.2088371    -1757.1674073    -5908.0899111       -6.4482391       -1.5260506        3.7548720
    322699.0205008    -3023.6553030    -1758.6923952    -5904.3313500       -6.4445282       -1.5238908        3.7621487
    322699.0371675    -3030.0980559    -1760.2152227    -5900.5655132       -6.4408094       -1.5217292        3.7694209
    322699.0538341    -3036.5370840    -1761.7358871    -5896.7924076       -6.4370827       -1.5195656        3.7766886
    322699.0705008    -3042.9723813    -1763.2543870    -5893.0120365       -6.4333480       -1.5174002        3.7839516
    322699.0871675    -3049.4039399    -1764.7707204    -5889.2244046       -6.4296053       -1.5152328        3.7912100
    322699.1038341    -3055.8317539    -1766.2848860    -5885.4295153       -6.4258547       -1.5130636        3.7984639
    322699.1205008    -3062.2558112    -1767.7968810    -5881.6273756       -6.4220962       -1.5108925        3.8057131
    322699.1371675    -3068.6761060    -1769.3067038    -5877.8179889       -6.4183298       -1.5087195        3.8129577
    322699.1538341    -3075.0926303    -1770.8143528    -5874.0013598       -6.4145554       -1.5065447        3.8201977
    322699.1705008    -3081.5053782    -1772.3198263    -5870.1774917       -6.4107731       -1.5043680        3.8274331
    322699.1871675    -3087.9143379    -1773.8231218    -5866.3463918       -6.4069829       -1.5021894        3.8346638
    322699.2038341    -3094.3195033    -1775.3242376    -5862.5080634       -6.4031848       -1.5000089        3.8418898
    322699.2205008    -3100.7208666    -1776.8231721    -5858.6625111       -6.3993788       -1.4978266        3.8491112
    322699.2371675    -3107.1184219    -1778.3199237    -5854.8097386       -6.3955649       -1.4956424        3.8563279
    322699.2538341    -3113.5121573    -1779.8144897    -5850.9497528       -6.3917431       -1.4934564        3.8635400
    322699.2705008    -3119.9020669    -1781.3068687    -5847.0825573       -6.3879134       -1.4912685        3.8707473
    322699.2871675    -3126.2881428    -1782.7970588    -5843.2081566       -6.3840758       -1.4890787        3.8779499
    322699.3038341    -3132.6703791    -1784.2850587    -5839.3265544       -6.3802303       -1.4868871        3.8851479
    322699.3205008    -3139.0487639    -1785.7708656    -5835.4377578       -6.3763770       -1.4846937        3.8923411
    322699.3371675    -3145.4232914    -1787.2544781    -5831.5417703       -6.3725157       -1.4824984        3.8995296
    322699.3538341    -3151.7939537    -1788.7358943    -5827.6385965       -6.3686467       -1.4803012        3.9067133
    322699.3705008    -3158.1607449    -1790.2151128    -5823.7282401       -6.3647697       -1.4781022        3.9138923
    322699.3871675    -3164.5236532    -1791.6921310    -5819.8107081       -6.3608849       -1.4759014        3.9210666
    322699.4038341    -3170.8826727    -1793.1669474    -5815.8860043       -6.3569922       -1.4736988        3.9282361
    322699.4205008    -3177.2377956    -1794.6395602    -5811.9541332       -6.3530917       -1.4714943        3.9354008
    322699.4371675    -3183.5890159    -1796.1099680    -5808.0150986       -6.3491834       -1.4692880        3.9425607
    322699.4538341    -3189.9363219    -1797.5781681    -5804.0689075       -6.3452671       -1.4670798        3.9497159
    322699.4705008    -3196.2797077    -1799.0441591    -5800.1155635       -6.3413431       -1.4648698        3.9568662
    322699.4871675    -3202.6191676    -1800.5079397    -5796.1550704       -6.3374112       -1.4626580        3.9640118
    322699.5038341    -3208.9546896    -1801.9695070    -5792.1874352       -6.3334715       -1.4604444        3.9711525
    322699.5205008    -3215.2862679    -1803.4288598    -5788.2126616       -6.3295240       -1.4582290        3.9782884
    322699.5371675    -3221.6138947    -1804.8859963    -5784.2307545       -6.3255687       -1.4560118        3.9854195
    322699.5538341    -3227.9375643    -1806.3409150    -5780.2417174       -6.3216055       -1.4537927        3.9925457
    322699.5705008    -3234.2572647    -1807.7936133    -5776.2455577       -6.3176346       -1.4515719        3.9996671
    322699.5871675    -3240.5729903    -1809.2440897    -5772.2422789       -6.3136558       -1.4493492        4.0067836
    322699.6038341    -3246.8847331    -1810.6923426    -5768.2318860       -6.3096693       -1.4471247        4.0138953
    322699.6205008    -3253.1924874    -1812.1383705    -5764.2143825       -6.3056749       -1.4448984        4.0210021
    322699.6371675    -3259.4962414    -1813.5821708    -5760.1897759       -6.3016728       -1.4426704        4.0281040
    322699.6538341    -3265.7959893    -1815.0237421    -5756.1580697       -6.2976628       -1.4404405        4.0352010
    322699.6705008    -3272.0917233    -1816.4630825    -5752.1192689       -6.2936451       -1.4382089        4.0422931
    322699.6871675    -3278.3834376    -1817.9001909    -5748.0733772       -6.2896196       -1.4359754        4.0493802
    322699.7038341    -3284.6711206    -1819.3350644    -5744.0204019       -6.2855864       -1.4337402        4.0564625
    322699.7205008    -3290.9547664    -1820.7677018    -5739.9603467       -6.2815454       -1.4315032        4.0635398
    322699.7371675    -3297.2343672    -1822.1981012    -5735.8932167       -6.2774966       -1.4292644        4.0706122
    322699.7538341    -3303.5099173    -1823.6262613    -5731.8190153       -6.2734401       -1.4270238        4.0776797
